Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,District,Ward,County Electoral Division
BS13 8WY,No,51.438707,-2.601529,358286,171251,ST582712,1/1/2007 12:00:00 AM,3/1/2007 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS13 8WZ,No,51.438707,-2.601529,358286,171251,ST582712,8/1/2004 12:00:00 AM,2/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS13 8ZX,Yes,51.423232,-2.630551,356254,169547,ST562695,3/1/2006 12:00:00 AM,,61,,,Parson Street,1.9,Bristol,"Bristol, City of",Bishopsworth,
BS13 9AA,Yes,51.409883,-2.619769,356991,168056,ST569680,1/1/1980 12:00:00 AM,,55,27,14,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AB,Yes,51.410113,-2.618751,357062,168081,ST570680,1/1/1980 12:00:00 AM,,54,9,3,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AD,Yes,51.409885,-2.617670,357137,168055,ST571680,1/1/1980 12:00:00 AM,,56,21,10,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AE,Yes,51.410353,-2.615879,357262,168106,ST572681,1/1/1980 12:00:00 AM,,54,36,13,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AF,Yes,51.409903,-2.615988,357254,168056,ST572680,1/1/1980 12:00:00 AM,,56,45,15,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AG,Yes,51.411300,-2.615475,357291,168211,ST572682,12/1/2000 12:00:00 AM,,51,106,31,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AH,Yes,51.411474,-2.614729,357343,168230,ST573682,1/1/1980 12:00:00 AM,,50,107,35,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AJ,Yes,51.411743,-2.611469,357570,168258,ST575682,1/1/1980 12:00:00 AM,,52,24,11,Parson Street,2.4,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AL,Yes,51.412159,-2.612797,357478,168305,ST574683,12/1/1995 12:00:00 AM,,50,35,17,Parson Street,2.4,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AN,Yes,51.411778,-2.613526,357427,168263,ST574682,12/1/1995 12:00:00 AM,,51,36,13,Parson Street,2.4,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AP,Yes,51.412541,-2.608488,357778,168345,ST577683,6/1/2012 12:00:00 AM,,48,,,Parson Street,2.3,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AQ,Yes,51.411388,-2.614067,357389,168220,ST573682,1/1/1980 12:00:00 AM,,51,121,63,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AR,Yes,51.405276,-2.617018,357178,167542,ST571675,8/1/2013 12:00:00 AM,,81,,,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AT,Yes,51.409564,-2.618945,357048,168020,ST570680,1/1/1980 12:00:00 AM,,57,25,9,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AU,Yes,51.409386,-2.620194,356961,168001,ST569680,1/1/1980 12:00:00 AM,,58,45,16,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AX,Yes,51.408523,-2.620139,356964,167905,ST569679,1/1/1980 12:00:00 AM,,62,39,16,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AY,Yes,51.407784,-2.620517,356937,167823,ST569678,1/1/1980 12:00:00 AM,,66,28,17,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9AZ,Yes,51.409160,-2.618796,357058,167975,ST570679,1/1/1980 12:00:00 AM,,59,42,21,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BA,Yes,51.409514,-2.618182,357101,168014,ST571680,1/1/1980 12:00:00 AM,,57,45,20,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BB,Yes,51.408734,-2.617712,357133,167927,ST571679,1/1/1980 12:00:00 AM,,61,63,34,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BD,Yes,51.407874,-2.617096,357175,167831,ST571678,1/1/1980 12:00:00 AM,,64,48,19,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BE,Yes,51.407548,-2.617480,357148,167795,ST571677,1/1/1980 12:00:00 AM,,66,31,20,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BG,Yes,51.406730,-2.617512,357145,167704,ST571677,1/1/1980 12:00:00 AM,,71,15,8,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BH,Yes,51.408221,-2.616094,357245,167869,ST572678,1/1/1980 12:00:00 AM,,62,21,10,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BJ,Yes,51.408633,-2.614763,357338,167914,ST573679,1/1/1980 12:00:00 AM,,60,49,18,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BL,No,51.410569,-2.614300,357372,168129,ST573681,1/1/1980 12:00:00 AM,4/1/2009 12:00:00 AM,54,,,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BN,Yes,51.410017,-2.614954,357326,168068,ST573680,1/1/1980 12:00:00 AM,,55,46,16,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BP,Yes,51.408516,-2.616415,357223,167902,ST572679,1/1/1980 12:00:00 AM,,61,33,17,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BQ,Yes,51.407409,-2.616572,357211,167779,ST572677,1/1/1980 12:00:00 AM,,67,35,18,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BS,Yes,51.409422,-2.616786,357198,168003,ST571680,1/1/1980 12:00:00 AM,,57,37,13,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BT,Yes,51.409051,-2.617328,357160,167962,ST571679,1/1/1980 12:00:00 AM,,59,33,13,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BU,Yes,51.409658,-2.616473,357220,168029,ST572680,1/1/1980 12:00:00 AM,,57,27,14,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BW,Yes,51.408673,-2.615712,357272,167919,ST572679,1/1/1980 12:00:00 AM,,60,21,8,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9BX,Yes,51.409447,-2.615493,357288,168005,ST572680,1/1/1980 12:00:00 AM,,57,36,32,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DF,Yes,51.406728,-2.619583,357001,167705,ST570677,1/1/1980 12:00:00 AM,,72,14,12,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DG,Yes,51.407182,-2.620523,356936,167756,ST569677,1/1/1980 12:00:00 AM,,68,27,9,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DH,Yes,51.407008,-2.619328,357019,167736,ST570677,1/1/1980 12:00:00 AM,,70,28,16,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DJ,Yes,51.406152,-2.619747,356989,167641,ST569676,1/1/1980 12:00:00 AM,,74,20,16,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DL,Yes,51.405693,-2.619842,356982,167590,ST569675,1/1/1980 12:00:00 AM,,76,18,9,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DN,Yes,51.405731,-2.621136,356892,167595,ST568675,1/1/1980 12:00:00 AM,,76,39,17,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DP,Yes,51.405003,-2.619243,357023,167513,ST570675,1/1/1980 12:00:00 AM,,81,60,33,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DQ,Yes,51.406559,-2.621032,356900,167687,ST568676,1/1/1980 12:00:00 AM,,71,38,16,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DR,Yes,51.404716,-2.619268,357021,167481,ST570674,1/1/1980 12:00:00 AM,,85,72,29,Parson Street,3.3,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DS,Yes,51.404977,-2.615648,357273,167508,ST572675,1/1/1980 12:00:00 AM,,85,48,30,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DT,Yes,51.404957,-2.612614,357484,167504,ST574675,1/1/1980 12:00:00 AM,,88,61,37,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DU,Yes,51.404613,-2.609777,357681,167464,ST576674,1/1/1980 12:00:00 AM,,88,45,21,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DW,Yes,51.404910,-2.621513,356865,167504,ST568675,1/1/1980 12:00:00 AM,,80,29,19,Parson Street,3.3,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DX,Yes,51.404690,-2.612194,357513,167474,ST575674,1/1/1980 12:00:00 AM,,92,87,35,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DY,Yes,51.404666,-2.615098,357311,167473,ST573674,1/1/1980 12:00:00 AM,,91,31,14,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9DZ,Yes,51.404665,-2.616924,357184,167474,ST571674,1/1/1980 12:00:00 AM,,89,70,30,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EA,Yes,51.405014,-2.617173,357167,167513,ST571675,1/1/1980 12:00:00 AM,,84,18,9,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EB,Yes,51.405755,-2.618189,357097,167596,ST570675,1/1/1980 12:00:00 AM,,77,48,26,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9ED,Yes,51.405609,-2.618590,357069,167580,ST570675,1/1/1980 12:00:00 AM,,78,11,6,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EE,Yes,51.405533,-2.619379,357014,167572,ST570675,1/1/1980 12:00:00 AM,,77,49,21,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EF,Yes,51.406628,-2.618186,357098,167693,ST570676,1/1/1980 12:00:00 AM,,73,15,12,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EG,Yes,51.406134,-2.618007,357110,167638,ST571676,1/1/1980 12:00:00 AM,,75,63,23,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EH,Yes,51.405255,-2.612474,357494,167537,ST574675,1/1/1980 12:00:00 AM,,84,61,30,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EJ,Yes,51.405628,-2.613313,357436,167579,ST574675,1/1/1980 12:00:00 AM,,79,164,55,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EL,No,51.405814,-2.613833,357400,167600,ST573675,4/1/1985 12:00:00 AM,6/1/1996 12:00:00 AM,78,,,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EQ,Yes,51.405319,-2.615653,357273,167546,ST572675,1/1/1980 12:00:00 AM,,82,60,21,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EU,Yes,51.406654,-2.616648,357205,167695,ST572676,1/1/1980 12:00:00 AM,,71,16,7,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EX,Yes,51.407206,-2.615966,357253,167756,ST572677,1/1/1980 12:00:00 AM,,67,78,36,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EY,Yes,51.405962,-2.614842,357330,167617,ST573676,1/1/1980 12:00:00 AM,,76,106,35,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9EZ,Yes,51.406456,-2.614949,357323,167672,ST573676,1/1/1980 12:00:00 AM,,73,26,15,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HA,Yes,51.407230,-2.614816,357333,167758,ST573677,1/1/1980 12:00:00 AM,,67,33,25,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HB,No,51.405799,-2.616709,357200,167600,ST571675,1/1/1980 12:00:00 AM,12/1/1994 12:00:00 AM,76,,,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HD,No,51.405799,-2.616709,357200,167600,ST571675,1/1/1980 12:00:00 AM,12/1/1994 12:00:00 AM,76,,,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HE,No,51.405799,-2.616709,357200,167600,ST571675,1/1/1980 12:00:00 AM,12/1/1994 12:00:00 AM,76,,,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HG,No,51.405814,-2.613833,357400,167600,ST573675,1/1/1980 12:00:00 AM,6/1/1997 12:00:00 AM,78,,,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HH,No,51.405814,-2.613833,357400,167600,ST573675,1/1/1980 12:00:00 AM,6/1/1997 12:00:00 AM,78,,,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HJ,No,51.404915,-2.613821,357400,167500,ST573674,1/1/1980 12:00:00 AM,6/1/1997 12:00:00 AM,88,,,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HL,No,51.404915,-2.613821,357400,167500,ST573674,1/1/1980 12:00:00 AM,6/1/1997 12:00:00 AM,88,,,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HN,Yes,51.406212,-2.613350,357434,167644,ST574676,1/1/1980 12:00:00 AM,,75,64,28,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HP,Yes,51.406507,-2.613728,357408,167677,ST574676,1/1/1980 12:00:00 AM,,72,58,17,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HQ,No,51.404915,-2.613821,357400,167500,ST573674,1/1/1980 12:00:00 AM,6/1/1997 12:00:00 AM,88,,,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HR,Yes,51.406795,-2.613789,357404,167709,ST574677,1/1/1980 12:00:00 AM,,69,29,24,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HS,Yes,51.406783,-2.610913,357604,167706,ST576677,1/1/1980 12:00:00 AM,,72,81,27,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HT,Yes,51.407096,-2.612859,357469,167742,ST574677,1/1/1980 12:00:00 AM,,67,11,7,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HU,Yes,51.407238,-2.613335,357436,167758,ST574677,1/1/1980 12:00:00 AM,,65,43,16,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HW,Yes,51.406304,-2.611410,357569,167653,ST575676,1/1/1980 12:00:00 AM,,76,70,31,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HX,Yes,51.407810,-2.614004,357390,167822,ST573678,1/1/1980 12:00:00 AM,,63,71,25,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HY,Yes,51.407643,-2.614864,357330,167804,ST573678,1/1/1980 12:00:00 AM,,64,27,7,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9HZ,Yes,51.407837,-2.615629,357277,167826,ST572678,1/1/1980 12:00:00 AM,,64,15,5,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JA,Yes,51.406030,-2.610328,357644,167622,ST576676,1/1/1980 12:00:00 AM,,78,46,35,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JJ,Yes,51.408038,-2.608141,357798,167844,ST577678,12/1/2000 12:00:00 AM,,64,17,6,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JL,Yes,51.412451,-2.610328,357650,168336,ST576683,1/1/1980 12:00:00 AM,,51,50,23,Parson Street,2.3,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JN,Yes,51.412491,-2.611148,357593,168341,ST575683,1/1/1980 12:00:00 AM,,51,,,Parson Street,2.3,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JP,Yes,51.411136,-2.609030,357739,168189,ST577681,1/1/1980 12:00:00 AM,,51,75,28,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JQ,Yes,51.406107,-2.616325,357227,167634,ST572676,7/1/1995 12:00:00 AM,,74,10,5,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JR,Yes,51.409808,-2.608495,357775,168041,ST577680,1/1/1980 12:00:00 AM,,54,13,6,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JS,Yes,51.409542,-2.609426,357710,168012,ST577680,1/1/1980 12:00:00 AM,,56,111,21,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JT,Yes,51.410385,-2.609912,357677,168106,ST576681,1/1/1980 12:00:00 AM,,53,18,8,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JU,Yes,51.409752,-2.610550,357632,168036,ST576680,1/1/1980 12:00:00 AM,,54,53,17,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JW,Yes,51.410871,-2.609847,357682,168160,ST576681,1/1/1980 12:00:00 AM,,52,34,14,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JX,Yes,51.408918,-2.610050,357666,167943,ST576679,1/1/1980 12:00:00 AM,,58,28,13,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JY,Yes,51.408078,-2.609119,357730,167849,ST577678,1/1/1980 12:00:00 AM,,64,73,26,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9JZ,No,51.407643,-2.608107,357800,167800,ST577677,1/1/1980 12:00:00 AM,7/1/1995 12:00:00 AM,66,,,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LA,Yes,51.408182,-2.609925,357674,167861,ST576678,1/1/1980 12:00:00 AM,,63,31,11,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LB,Yes,51.407453,-2.609930,357673,167780,ST576677,1/1/1980 12:00:00 AM,,68,25,13,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LD,Yes,51.407302,-2.607901,357814,167762,ST578677,1/1/1980 12:00:00 AM,,68,38,20,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LE,Yes,51.407017,-2.609090,357731,167731,ST577677,1/1/1980 12:00:00 AM,,71,43,14,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LF,Yes,51.406725,-2.609920,357673,167699,ST576676,1/1/1980 12:00:00 AM,,74,40,15,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LG,Yes,51.406834,-2.608024,357805,167710,ST578677,1/1/1980 12:00:00 AM,,70,29,12,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LH,Yes,51.406199,-2.609065,357732,167640,ST577676,1/1/1980 12:00:00 AM,,76,47,20,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LJ,Yes,51.405694,-2.609289,357716,167584,ST577675,1/1/1980 12:00:00 AM,,79,8,4,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LL,Yes,51.405295,-2.609887,357674,167540,ST576675,1/1/1980 12:00:00 AM,,82,3,2,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LN,Yes,51.404967,-2.609121,357727,167503,ST577675,1/1/1980 12:00:00 AM,,82,40,15,Parson Street,3.2,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LQ,Yes,51.406338,-2.608233,357790,167655,ST577676,1/1/1980 12:00:00 AM,,73,42,10,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LR,Yes,51.405665,-2.608037,357803,167580,ST578675,1/1/1980 12:00:00 AM,,76,41,17,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LS,Yes,51.405754,-2.606486,357911,167589,ST579675,1/1/1980 12:00:00 AM,,71,20,16,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LT,Yes,51.406227,-2.607196,357862,167642,ST578676,1/1/1980 12:00:00 AM,,71,53,20,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LU,Yes,51.406717,-2.606312,357924,167696,ST579676,1/1/1980 12:00:00 AM,,67,35,12,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LW,Yes,51.405295,-2.608262,357787,167539,ST577675,1/1/1980 12:00:00 AM,,78,23,9,Parson Street,3.1,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LX,Yes,51.406550,-2.605547,357977,167677,ST579676,1/1/1980 12:00:00 AM,,67,74,26,Parson Street,3.0,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LY,Yes,51.407398,-2.606824,357889,167772,ST578677,1/1/1980 12:00:00 AM,,65,61,22,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9LZ,Yes,51.407498,-2.606480,357913,167783,ST579677,1/1/1980 12:00:00 AM,,64,6,2,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NA,Yes,51.407342,-2.605428,357986,167765,ST579677,1/1/1980 12:00:00 AM,,63,40,16,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NB,Yes,51.407867,-2.604817,358029,167823,ST580678,1/1/1980 12:00:00 AM,,60,19,8,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9ND,Yes,51.407682,-2.604038,358083,167802,ST580678,1/1/1980 12:00:00 AM,,60,4,1,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NE,Yes,51.407674,-2.605519,357980,167802,ST579678,1/1/1980 12:00:00 AM,,62,28,11,Parson Street,2.9,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NF,Yes,51.408095,-2.605783,357962,167849,ST579678,1/1/1980 12:00:00 AM,,60,29,9,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NG,Yes,51.408309,-2.606218,357932,167873,ST579678,1/1/1980 12:00:00 AM,,59,16,8,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NH,Yes,51.408969,-2.607276,357859,167947,ST578679,1/1/1980 12:00:00 AM,,57,17,8,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NJ,Yes,51.409056,-2.607838,357820,167957,ST578679,1/1/1980 12:00:00 AM,,57,29,10,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9NQ,Yes,51.408501,-2.607356,357853,167895,ST578678,1/1/1980 12:00:00 AM,,62,54,17,Parson Street,2.8,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PA,No,51.410736,-2.604582,358048,168142,ST580681,1/1/1980 12:00:00 AM,6/1/2003 12:00:00 AM,49,,,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PB,Yes,51.410413,-2.604563,358049,168106,ST580681,1/1/1980 12:00:00 AM,,49,26,10,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PD,No,51.411398,-2.605353,357995,168216,ST579682,1/1/1980 12:00:00 AM,10/1/2004 12:00:00 AM,48,,,Parson Street,2.4,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PE,Yes,51.411420,-2.606230,357934,168219,ST579682,1/1/1980 12:00:00 AM,,48,23,8,Parson Street,2.4,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PF,Yes,51.411100,-2.607233,357864,168184,ST578681,1/1/1980 12:00:00 AM,,49,43,17,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PG,Yes,51.410513,-2.605988,357950,168118,ST579681,1/1/1980 12:00:00 AM,,51,67,21,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PH,Yes,51.409643,-2.605559,357979,168021,ST579680,1/1/1980 12:00:00 AM,,53,46,13,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PJ,Yes,51.409271,-2.606245,357931,167980,ST579679,1/1/1980 12:00:00 AM,,55,29,12,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PL,Yes,51.408779,-2.605749,357965,167925,ST579679,1/1/1980 12:00:00 AM,,57,6,2,Parson Street,2.7,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PN,Yes,51.409672,-2.607012,357878,168025,ST578680,1/1/1980 12:00:00 AM,,54,26,11,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PP,Yes,51.410329,-2.606863,357889,168098,ST578680,1/1/1980 12:00:00 AM,,52,24,7,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PQ,Yes,51.409996,-2.605147,358008,168060,ST580680,1/1/1980 12:00:00 AM,,52,37,14,Parson Street,2.6,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PR,Yes,51.410664,-2.608089,357804,168136,ST578681,1/1/1980 12:00:00 AM,,51,30,16,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PS,Yes,51.411098,-2.607693,357832,168184,ST578681,1/1/1980 12:00:00 AM,,49,42,21,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PT,Yes,51.410896,-2.608380,357784,168162,ST577681,1/1/1980 12:00:00 AM,,50,18,13,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
BS13 9PU,Yes,51.410609,-2.606565,357910,168129,ST579681,12/1/2000 12:00:00 AM,,51,10,4,Parson Street,2.5,Bristol,"Bristol, City of",Hartcliffe and Withywood,
