id,name,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1394368658581604112,The Wishing Well by STAE-Homes,105900785,George,"2016-12-02 00:00:00,000",,,within an hour,"1,0","1,0",0,1,1,['phone'],1,0,Brislington East,"51,4356737","-2,5464021",Entire home,Entire home/apt,8,"2,5",2.5 baths,"4,0","6,0","1116,0",2,365,1,20,40,66,337,7,7,1,73,0,42,"46872,0","2025-07-06 00:00:00,000","2025-09-07 00:00:00,000","4,57","4,71","4,71","4,86","4,71","4,43","4,57",1,1,1,0,0,"2,53"
1400665206728430609,Gorgeous Hideaway in Classy Clifton,690347886,Lucie,"2025-04-16 00:00:00,000","Dubai, United Arab Emirates",,within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Clifton,"51,45902190248883","-2,617903145535926",Entire rental unit,Entire home/apt,4,"2,0",2 baths,"2,0","2,0","126,0",2,1125,1,13,37,64,324,13,13,3,64,0,78,"9828,0","2025-05-05 00:00:00,000","2025-09-14 00:00:00,000","4,54","4,62","4,77","4,92","4,38","4,85","4,46",1,1,1,0,0,"2,69"
1416638716197715845,Modern & Stylish South Bristol Home,694415226,Christopher,"2025-05-08 00:00:00,000",,,within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Hengrove & Whitchurch Park,"51,40710538273307","-2,590762014288713",Entire home,Entire home/apt,4,"1,5",1.5 baths,"2,0","2,0","88,0",1,1125,1,22,41,41,41,13,13,2,41,0,78,"6864,0","2025-06-09 00:00:00,000","2025-09-10 00:00:00,000","4,69","4,92","4,92","4,92","4,69","4,69","4,54",1,1,1,0,0,"3,55"
1419433626016458323,Comfortable Escape in Vibrant Easton,695047424,Charlotte Emily,"2025-05-12 00:00:00,000",,"Welcome!  We are often working abroad with arts, sports, and mental health organisations across Asia, Africa, Latin America, and Europe - that’s why we’re excited to open our doors to you while we’re away.   We’re both passionate about music, art, history, and fitness, so whether it's gigs and galleries around Bristol, curling up with a book in our cosy living room, or jogging the Bristol to Bath Cycle Path.  Poppy & Felix.",within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Easton,"51,46786582270271","-2,5616375731645182",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","83,0",2,1125,1,8,20,33,33,9,9,2,33,0,54,"4482,0","2025-05-23 00:00:00,000","2025-09-18 00:00:00,000","5,0","5,0","4,89","5,0","5,0","4,56","4,78",1,1,1,0,0,"2,13"
1430313481369452194,Trendy Easton Escape with Parking,697799954,Marisa,"2025-05-27 00:00:00,000",,"Hello my name is Mia!   I bought this house 4 years ago as I loved Bristol for its greenery, music and energy.  I have put a lot of love into it and like to keep it filled with beautiful artwork... I particularly like to have coffee in the mornings on the patio.   As it is a University town it Bristol always feels alive and draws wonderful musicians and artists to live here. There are a lot of wonderful restaurants dotted around the city.",within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Easton,"51,46046012440175","-2,558160927327118",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","72,0",2,1125,1,0,0,0,0,10,10,0,0,0,60,"4320,0","2025-06-08 00:00:00,000","2025-08-02 00:00:00,000","4,2","4,5","4,2","4,9","4,4","4,5","4,1",1,1,1,0,0,"2,7"
1430389828866443045,2 Bedroom Property In City Centre by Prestige Lets,448189537,Billy Joe,"2022-03-06 00:00:00,000",,"At Prestige Lets, our goal is to offer every guest that comforting ""home away from home"" experience. We take great pride in our spaces and are always looking for ways to enhance your stay.   Whether you're relocating, visiting for a short getaway, or working nearby, we're here to make your time with us smooth, stress-free, and truly enjoyable.",within an hour,"1,0","0,8",0,2,3,"['email', 'phone']",1,1,Lawrence Hill,"51,45410588165588","-2,5801038108529286",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"2,0","4,0","151,0",2,365,1,16,38,54,315,5,5,0,57,0,30,"4530,0","2025-06-22 00:00:00,000","2025-08-23 00:00:00,000","5,0","5,0","4,8","5,0","5,0","5,0","4,8",1,1,1,0,0,"1,55"
1432410904580030171,Cohost Partners Charming Barn Stunning Views,489068665,Sunshine Stays,"2022-11-25 00:00:00,000",,,within an hour,"1,0","0,99",0,14,29,"['email', 'phone']",1,1,Redland,"51,47646","-2,60013",Entire home,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","10502,0",1,1125,1,11,28,58,333,2,2,1,65,0,12,"126024,0","2025-07-20 00:00:00,000","2025-09-09 00:00:00,000","3,5","4,0","4,5","4,5","4,0","5,0","3,5",1,1,1,0,0,"0,87"
1437974631577889721,Creative Quarter Living 1BR Flat at Paintworks,46399716,Charles,"2015-10-12 00:00:00,000","England, United Kingdom",,within an hour,"1,0","0,99",0,14,48,"['email', 'phone', 'work_email']",1,1,Brislington West,"51,4436443","-2,563712",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","83,0",3,45,1,21,21,21,21,2,2,0,21,0,12,"996,0","2025-07-11 00:00:00,000","2025-08-19 00:00:00,000","4,5","5,0","4,5","5,0","5,0","5,0","4,0",1,10,10,0,0,"0,77"
1440573937321933506,Enchanting Escape with Peaceful Views,700478686,David,"2025-06-10 00:00:00,000",,"We lived at Cotham Park for a number of years before starting a family and loved our time here. When we moved, we couldn’t bear to part with the flat, so kept it to welcome guests! It’s a great location – walkable from the shops, restaurants and bars on Whiteladies Road, Gloucester Road and the centre. We had some fun garden parties and barbecues over the years in the private garden! We loved the quirky nature of the flat, and hope you do too.",within an hour,"1,0","0,97",0,1,1,"['email', 'phone']",1,1,Cotham,"51,46418","-2,59618",Entire rental unit,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","112,0",1,1125,1,16,26,30,32,16,16,1,32,0,96,"10752,0","2025-06-14 00:00:00,000","2025-08-28 00:00:00,000","5,0","4,94","4,94","5,0","4,88","4,94","4,69",1,1,1,0,0,"4,57"
1445596163001663954,Stylish Family Home with Garden,447347067,James Thomas George,"2022-03-01 00:00:00,000",,"Hi, we are Curated Property.  Our small yet dedicated team manage a hand-selected collection of unique rental properties in London, Bath, the English countryside, Portugal and France.  We are here to help you find the perfect accommodation for your stay so please do not hesitate to get in touch if you have any questions or queries.",within an hour,"1,0","1,0",1,9,14,"['email', 'phone']",1,0,Redland,"51,47179","-2,60209",Entire home,Entire home/apt,9,"3,5",3.5 baths,"4,0","4,0","256,0",1,30,1,2,10,16,36,3,3,1,23,0,18,"4608,0","2025-08-11 00:00:00,000","2025-09-15 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,1,1,0,0,"1,91"
1451417036854891705,Spacious Hampton 1 By Prescott Apartments,154152507,Prescott Apartments,"2017-10-11 00:00:00,000",,"Prescott Apartments main aim is to provide travellers with the ""home away from home"" feeling they require. We take pride in our apartments and strive to constantly increase levels of guest satisfaction. Whether you're relocating to the city, after a quick get away or even working in the area. We aim to make your stay quick, easy and enjoyable.",within an hour,"1,0","0,94",0,38,61,"['email', 'phone']",1,1,Clifton Down,"51,465063709301","-2,609119543335882",Entire rental unit,Entire home/apt,8,"2,0",2 baths,"4,0","4,0","191,0",15,365,1,30,60,90,365,0,0,0,97,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,0,25,25,0,0,nan
1452193248443505804,Centralised 9 Bedroom House by Prescott Apartments,154152507,Prescott Apartments,"2017-10-11 00:00:00,000",,"Prescott Apartments main aim is to provide travellers with the ""home away from home"" feeling they require. We take pride in our apartments and strive to constantly increase levels of guest satisfaction. Whether you're relocating to the city, after a quick get away or even working in the area. We aim to make your stay quick, easy and enjoyable.",within an hour,"1,0","0,94",0,38,61,"['email', 'phone']",1,1,Clifton Down,"51,46193","-2,60946",Entire home,Entire home/apt,16,"2,5",2.5 baths,"9,0","9,0","391,0",15,365,1,14,44,74,349,0,0,0,81,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,0,25,25,0,0,nan
1455627019432256946,"Berkeley Suites, Suite 1",254057759,Natasha,"2019-04-08 00:00:00,000","England, United Kingdom","Winners of the 2025 Condé Nast Johansens Award for Excellence, our self-contained suites offer a luxurious home away from home experience. Our suites individually occupy a floor of a Grade II listed Georgian townhouse, which has been lovingly restored to its former glory.",within an hour,"1,0","1,0",0,5,5,"['email', 'phone']",1,1,Hotwells & Harbourside,"51,45506633905451","-2,6060127086361766",Entire rental unit,Entire home/apt,3,"1,0",1 bath,"1,0","2,0","97,0",2,1125,1,27,57,86,359,2,2,2,93,0,12,"1164,0","2025-09-10 00:00:00,000","2025-09-12 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",1,5,5,0,0,"2,0"
1485468931163046285,2 Bedroom House in Clifton-Prescott Apartments,154152507,Prescott Apartments,"2017-10-11 00:00:00,000",,"Prescott Apartments main aim is to provide travellers with the ""home away from home"" feeling they require. We take pride in our apartments and strive to constantly increase levels of guest satisfaction. Whether you're relocating to the city, after a quick get away or even working in the area. We aim to make your stay quick, easy and enjoyable.",within an hour,"1,0","0,94",0,38,61,"['email', 'phone']",1,1,Clifton Down,"51,4645","-2,61584",Entire home,Entire home/apt,6,"1,0",1 bath,"2,0","3,0","145,0",2,365,1,0,24,54,329,1,1,0,61,0,6,"870,0","2025-08-17 00:00:00,000","2025-08-17 00:00:00,000","4,0","5,0","2,0","3,0","5,0","5,0","4,0",1,25,25,0,0,"0,73"
1486092201605217158,Restful Harbourside Apartment with Garden,713047310,Frederick,"2025-08-12 00:00:00,000",,"Hello, my name is Freddie and I am your host. I have lived in Bristol all of my life and I am very proud to be a born and Bred Bristolian. I know the local area like the back of my hand so please take a look at my local recommendations on the guide book. I am currently working on finishing my degree as a Game Art student. I enjoy walking local trails, cooking, illustrating. I am also an animal lover and one day hope to own a husky dog.",within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Hotwells & Harbourside,"51,44808","-2,62052",Entire rental unit,Entire home/apt,3,"1,0",1 bath,"1,0","2,0","90,0",2,1125,1,19,48,77,351,0,0,0,83,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,0,nan
1497766328868343834,"Berkeley Suites, Suite 2",254057759,Natasha,"2019-04-08 00:00:00,000","England, United Kingdom","Winners of the 2025 Condé Nast Johansens Award for Excellence, our self-contained suites offer a luxurious home away from home experience. Our suites individually occupy a floor of a Grade II listed Georgian townhouse, which has been lovingly restored to its former glory.",within an hour,"1,0","1,0",0,5,5,"['email', 'phone']",1,1,Central,"51,45665011876466","-2,605841041459221",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","98,0",2,1125,1,21,51,80,353,2,2,2,87,0,12,"1176,0","2025-09-18 00:00:00,000","2025-09-21 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","4,5",1,5,5,0,0,"2,0"
1497769458749357278,"Berkeley Suites, Suite 3",254057759,Natasha,"2019-04-08 00:00:00,000","England, United Kingdom","Winners of the 2025 Condé Nast Johansens Award for Excellence, our self-contained suites offer a luxurious home away from home experience. Our suites individually occupy a floor of a Grade II listed Georgian townhouse, which has been lovingly restored to its former glory.",within an hour,"1,0","1,0",0,5,5,"['email', 'phone']",1,1,Hotwells & Harbourside,"51,454783668363326","-2,6063578831453267",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","98,0",2,1125,1,21,50,77,342,0,0,0,84,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,1,5,5,0,0,nan
1497773164866494421,"Berkeley Suites, Suite 4",254057759,Natasha,"2019-04-08 00:00:00,000","England, United Kingdom","Winners of the 2025 Condé Nast Johansens Award for Excellence, our self-contained suites offer a luxurious home away from home experience. Our suites individually occupy a floor of a Grade II listed Georgian townhouse, which has been lovingly restored to its former glory.",within an hour,"1,0","1,0",0,5,5,"['email', 'phone']",1,1,Central,"51,456673814344406","-2,6076572283243684",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","97,0",2,1125,1,27,55,85,354,0,0,0,92,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,1,5,5,0,0,nan
1497776504064685421,"Berkley Suites, Suite 5",254057759,Natasha,"2019-04-08 00:00:00,000","England, United Kingdom","Winners of the 2025 Condé Nast Johansens Award for Excellence, our self-contained suites offer a luxurious home away from home experience. Our suites individually occupy a floor of a Grade II listed Georgian townhouse, which has been lovingly restored to its former glory.",within an hour,"1,0","1,0",0,5,5,"['email', 'phone']",1,1,Central,"51,45663015637423","-2,605568632498707",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","97,0",2,1125,1,29,57,87,362,1,1,1,94,0,6,"582,0","2025-09-18 00:00:00,000","2025-09-18 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",1,5,5,0,0,"1,0"
1515339144215282793,"Bright 3-Bedroom Home Near Cribbs Causeway, Bristo",46399716,Charles,"2015-10-12 00:00:00,000","England, United Kingdom",,within an hour,"1,0","0,99",0,14,48,"['email', 'phone', 'work_email']",1,1,Southmead,"51,503468","-2,5987333",Entire home,Entire home/apt,6,"1,0",1 bath,"3,0","3,0","128,0",3,45,1,2,27,33,33,0,0,0,33,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,0,10,10,0,0,nan
3365141,Quiet + large ensuite double room,7588995,Michael And Olivia,"2013-07-19 00:00:00,000","Bristol, United Kingdom","Hello,  Michael, Olivia and Arthur (our beloved Irish Terrier) live in Central Bristol.  Olivia works as a child and adolescent therapist and Michael is a youth worker.   The three of us love walking in nature, art and going to gigs.",a few days or more,"0,2","0,46",0,1,1,['phone'],1,1,Ashley,"51,46949","-2,58385",Private room in home,Private room,2,"1,5",1.5 baths,"1,0","1,0","60,0",1,1125,1,0,0,0,24,488,8,0,0,28,48,"2880,0","2014-06-22 00:00:00,000","2025-05-11 00:00:00,000","4,69","4,84","4,85","4,86","4,84","4,76","4,71",0,1,0,1,0,"3,56"
8681198,Spacious 3 bed Clifton apartment,18094242,Aniket,"2014-07-14 00:00:00,000","Bristol, United Kingdom","I am a vet and zoologist and have been in Bristol for 20 years now.  I spend much of my time travelling both for work and pleasure.  Aside from my veterinary work I am a keen photographer, allotment grower, and also work as a wildlife tour guide.  I enjoy meeting new faces, networking, and bringing friends together at the table.",,"0,0","0,0",0,1,4,"['email', 'phone', 'work_email']",1,1,Clifton Down,"51,46707","-2,61462",Entire condo,Entire home/apt,5,"1,0",1 bath,"3,0","3,0","155,0",14,120,1,29,35,35,35,142,0,0,35,5,0,"0,0","2015-10-19 00:00:00,000","2024-08-02 00:00:00,000","4,78","4,89","4,91","4,88","4,94","4,92","4,5",0,1,1,0,0,"1,17"
9899518,"Guest suite. Private. Free parking, nr. Clifton",130292748,Margaret,"2017-05-14 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,0",0,1,5,"['email', 'phone', 'work_email']",1,1,Stoke Bishop,"51,47264","-2,63799",Entire guesthouse,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","90,0",3,60,1,21,28,58,300,165,13,1,65,15,78,"7020,0","2015-12-30 00:00:00,000","2025-09-01 00:00:00,000","4,9","4,98","4,98","4,94","4,97","4,86","4,85",0,1,1,0,0,"1,39"
11870221,Beautiful Georgian apartment in Clifton village,63283559,Joanna,"2016-03-16 00:00:00,000","Bristol, United Kingdom","Writer, author and mother of small boy.  I am passionate about the natural world, Africa, hiking, cycling and swimming.",within a day,"0,6","0,05",0,2,2,"['email', 'phone', 'work_email']",1,1,Clifton,"51,45267","-2,62224",Entire rental unit,Entire home/apt,4,"2,5",2.5 baths,"2,0","3,0","153,0",4,1125,1,28,58,64,131,48,2,1,71,0,16,"2448,0","2016-08-05 00:00:00,000","2025-09-01 00:00:00,000","4,79","4,94","4,56","4,79","4,85","4,98","4,79",0,1,1,0,0,"0,43"
12240334,"Large penthouse flat, spectacular view",16495480,Nicola,"2014-06-07 00:00:00,000","Bristol, United Kingdom","A keen ecologist, teacher, videographer and adventurer. Our home in St Andrews is a retreat for us - quiet and spacious, combining modern technology (WIFI, Smart TV, central heating) with our love of retro furniture and art. The back of the flat overlooks our garden and Bristol city (as I'm atop a hill) and is extremely tranquil. Yet out the front we can leave our front door and be in central Bristol in under 10 minutes. There are plenty of local bars, award winning restaurants, deli's, and cafes here. Stokes Croft and its vibrant night life, or Gloucester Road ( longest independent high street in Europe) are less than a 10 minute walk. As a new Mum I can also attest to the many great spaces and places for babies and young children in Bristol. If you are planning a family trip message me and I can fill you in. Hope you enjoy Bristol whilst you are here as much as we do :D",within a few hours,"0,88","0,81",0,2,7,"['email', 'phone', 'work_email']",1,1,Ashley,"51,47023","-2,58641",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"3,0","3,0","171,0",2,365,1,6,6,6,163,58,2,0,6,6,12,"2052,0","2016-07-03 00:00:00,000","2024-12-29 00:00:00,000","4,66","4,76","4,62","4,8","4,77","4,8","4,61",0,2,2,0,0,"0,52"
17863124,King Size Bed in Shared Apartment-Female only,8015723,Katherine,"2013-08-07 00:00:00,000","Bristol, United Kingdom","Originally from Somerset, South West England.  Health and Fitness coach  love music and DJing Respectful of others.  Love travelling, lived in many places around the world, including South America, Brazil. Ibiza. America. Asia. Recently Residing in Melbourne, Australia.  I love meeting new people and new adventures,   Look forward to hearing from you.",within a few hours,"0,6","0,45",0,2,3,"['email', 'phone', 'work_email']",1,1,Easton,"51,46975","-2,56471",Private room in loft,Private room,1,"1,0",1 shared bath,"1,0","1,0","46,0",1,730,1,1,1,1,31,69,7,0,1,3,42,"1932,0","2017-04-02 00:00:00,000","2025-08-03 00:00:00,000","4,83","4,9","4,87","4,81","4,96","4,79","4,85",0,2,1,1,0,"0,67"
17902476,MyCityHaven Stylish apartment edge of Cabot Circus,51686051,Michael,"2015-12-18 00:00:00,000","Bristol, United Kingdom","Welcome to MyCityHaven We're here to help you enjoy your stay with us in Bristol, Bath, South Wales and the South West of England.   Find us online to book direct for the best rates!",within an hour,"0,93","0,94",0,36,50,"['email', 'phone', 'work_email']",1,1,Ashley,"51,46108","-2,58701",Entire rental unit,Entire home/apt,3,"1,0",1 bath,"1,0","1,0","110,0",30,365,1,26,56,86,86,51,0,0,86,1,0,"0,0","2017-04-02 00:00:00,000","2024-06-01 00:00:00,000","4,82","4,98","4,78","4,96","4,92","4,91","4,72",1,27,27,0,0,"0,49"
21245658,EcoCity Living in an inner city strawbale home.,296064386,Catherine,"2019-09-18 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,0",0,1,1,"['email', 'phone', 'work_email']",1,1,Filwood,"51,42584","-2,58523",Entire cabin,Entire home/apt,4,"1,0",1 bath,"1,0","2,0","47,0",1,14,1,0,0,0,209,262,0,0,0,0,0,"0,0","2017-10-29 00:00:00,000","2020-11-05 00:00:00,000","4,69","4,79","4,77","4,93","4,93","3,99","4,68",0,1,1,0,0,"2,72"
23878460,"Lovely and cosy artistic home, quiet terrace",5370774,Liberty,"2013-03-08 00:00:00,000","Bristol, United Kingdom","Hello! I'm from London, but now live in Bristol - a city I love and which I am still exploring.   I make documentaries and also teach at a university about filmmaking.   My partner is James and we have a little boy who is 4.",,"0,0","1,0",0,1,2,"['email', 'phone', 'work_email']",1,1,Hillfields,"51,4735634","-2,5372229",Entire home,Entire home/apt,3,"1,0",1 bath,"2,0","1,0","77,0",2,6,1,0,0,0,83,18,2,0,0,2,12,"924,0","2022-08-21 00:00:00,000","2025-01-18 00:00:00,000","5,0","4,94","4,94","5,0","5,0","4,72","4,89",0,1,1,0,0,"0,48"
31796234,3 bedroom Shirehampton flat near Avonmouth & M4,51686051,Michael,"2015-12-18 00:00:00,000","Bristol, United Kingdom","Welcome to MyCityHaven We're here to help you enjoy your stay with us in Bristol, Bath, South Wales and the South West of England.   Find us online to book direct for the best rates!",within an hour,"0,93","0,94",0,36,50,"['email', 'phone', 'work_email']",1,1,Avonmouth & Lawrence Weston,"51,49054","-2,67777",Entire rental unit,Entire home/apt,5,"1,0",1 bath,"3,0","5,0","103,0",2,1121,1,25,55,85,85,39,5,2,85,4,30,"3090,0","2019-02-03 00:00:00,000","2025-09-20 00:00:00,000","4,46","4,61","4,58","4,82","4,71","4,66","4,45",1,27,27,0,0,"0,48"
32330644,Cosy Bristol flat,95156661,Graham,"2016-09-14 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,0",0,2,2,"['email', 'phone', 'work_email']",1,1,Lockleaze,"51,48738479614258","-2,567135095596313",Private room in condo,Private room,1,"1,0",1 shared bath,"1,0","1,0","40,0",33,33,1,29,59,89,89,22,0,0,89,0,0,"0,0","2019-02-24 00:00:00,000","2023-10-22 00:00:00,000","4,91","4,82","4,73","5,0","5,0","4,82","4,86",0,2,1,1,0,"0,27"
33616612,"Stunning, spacious boutique apartment close to BBC",51686051,Michael,"2015-12-18 00:00:00,000","Bristol, United Kingdom","Welcome to MyCityHaven We're here to help you enjoy your stay with us in Bristol, Bath, South Wales and the South West of England.   Find us online to book direct for the best rates!",within an hour,"0,93","0,94",0,36,50,"['email', 'phone', 'work_email']",1,1,Cotham,"51,465786","-2,599881",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","100,0",30,300,1,22,42,72,72,41,9,0,72,16,255,"25500,0","2020-11-22 00:00:00,000","2025-07-23 00:00:00,000","4,78","4,93","4,68","4,93","4,71","4,76","4,68",1,27,27,0,0,"0,69"
34057880,Higgihaus 7 bed House sleeping up to 18,164934575,Luke,"2017-12-30 00:00:00,000","Bristol, United Kingdom","At higgihaus we're on a mission to deliver the sort of accommodation we love to stay in when we're travelling - comfortable, convivial, achingly stylish and that somehow manages to capture that elusive 'it feels good, but I'm not sure why' feeling.   Founded by Luke Spikes in 2017, higgihaus will be bringing its unique brand of 'place to stay' to urban locations across the United Kingdom. For now, we're focused on Bristol and Cardiff and would love for you to stay with us when you, your family, and friends visit these awesome cities.",within an hour,"0,97","0,97",1,29,60,"['email', 'phone', 'work_email']",1,1,Clifton Down,"51,46696","-2,60869",Entire home,Entire home/apt,16,"3,0",3 baths,"7,0","14,0","1300,0",2,1125,1,2,2,2,2,98,11,1,2,11,66,"85800,0","2019-06-23 00:00:00,000","2025-09-21 00:00:00,000","4,79","4,85","4,8","4,91","4,92","4,95","4,59",0,18,18,0,0,"1,28"
39095167,South Bristol double room with parking & garden,34576136,Sarah,"2015-05-30 00:00:00,000","Bristol, United Kingdom","I am a bubbly 39 year old, recently having worked in HR for the NHS and other large organisations I am currently on sabbatical and having a rest from work!  I am a busy individual, I love singing, yoga, the gym, drinking and eating with friends :-) I love cooking and entertaining in my home. My life motto is Desiderata (a poem by Max Ehrmann)",,"0,0","1,0",0,1,1,"['email', 'phone', 'work_email']",1,1,Knowle,"51,42851257324219","-2,577621936798096",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","47,0",2,14,1,0,29,59,334,29,0,0,66,11,0,"0,0","2020-11-06 00:00:00,000","2024-09-06 00:00:00,000","4,83","4,9","4,79","4,93","4,86","4,76","4,76",0,1,0,1,0,"0,49"
40519320,MyCityHaven - South Parade Mansions with parking,51686051,Michael,"2015-12-18 00:00:00,000","Bristol, United Kingdom","Welcome to MyCityHaven We're here to help you enjoy your stay with us in Bristol, Bath, South Wales and the South West of England.   Find us online to book direct for the best rates!",within an hour,"0,93","0,94",0,36,50,"['email', 'phone', 'work_email']",1,1,Clifton Down,"51,46086","-2,60918",Entire rental unit,Entire home/apt,6,"2,0",2 baths,"3,0","4,0","143,0",2,1125,1,20,43,69,69,73,13,1,69,10,78,"11154,0","2020-09-05 00:00:00,000","2025-08-31 00:00:00,000","4,45","4,6","4,25","4,78","4,74","4,92","4,49",0,27,27,0,0,"1,19"
45344867,Quiet spacious room just for women,52991638,Penny,"2016-01-02 00:00:00,000","Bristol, United Kingdom","I'm an active retired nurse who loves travelling independently,  meeting local people, and trying to use my languages.  My partner Bill and I also enjoy gardening, long distance treks, tall ship sailing, are involved in folk festivals and warden small youth hostels.   When at home, I'm a volunteer steward at a local music venue, work at the Bookshop for Amnesty and help fundraise for the Youth Adventure Trust.  I love being outdoors.",within a few hours,"0,83","0,91",0,1,1,['phone'],1,1,Ashley,"51,472791","-2,5897586",Private room in home,Private room,1,"1,0",1 shared bath,"1,0","1,0","42,0",1,3,1,5,7,7,7,78,19,1,7,20,114,"4788,0","2020-09-16 00:00:00,000","2025-08-27 00:00:00,000","4,99","4,99","5,0","4,97","5,0","4,97","4,96",0,1,0,1,0,"1,27"
45420293,higgihaus Apartment 3 Clare Street Aparthotel,164934575,Luke,"2017-12-30 00:00:00,000","Bristol, United Kingdom","At higgihaus we're on a mission to deliver the sort of accommodation we love to stay in when we're travelling - comfortable, convivial, achingly stylish and that somehow manages to capture that elusive 'it feels good, but I'm not sure why' feeling.   Founded by Luke Spikes in 2017, higgihaus will be bringing its unique brand of 'place to stay' to urban locations across the United Kingdom. For now, we're focused on Bristol and Cardiff and would love for you to stay with us when you, your family, and friends visit these awesome cities.",within an hour,"0,97","0,97",1,29,60,"['email', 'phone', 'work_email']",1,1,Central,"51,45281","-2,59663",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","89,0",2,1125,1,10,29,57,332,51,21,1,64,32,126,"11214,0","2023-11-19 00:00:00,000","2025-09-17 00:00:00,000","4,75","4,78","4,75","4,94","4,88","4,69","4,73",0,18,18,0,0,"2,26"
46307432,Self-contained space near the city centre,3271882,Gwen,"2012-08-15 00:00:00,000","Bristol, United Kingdom","We're a family of three that enjoys outdoor activities. Our little one keeps us busy most of the time and we love it that way.  We enjoy going to festivals, playing sports and visiting friends.  Airbnb has given us the opportunity to meet people and learn about different cultures.",within a few hours,"0,9","0,96",0,2,7,"['email', 'phone', 'work_email']",1,1,Southville,"51,44376","-2,59732",Entire rental unit,Entire home/apt,2,"1,5",1.5 baths,"1,0","0,0","56,0",1,1125,1,5,23,37,312,93,16,1,44,24,96,"5376,0","2021-06-03 00:00:00,000","2025-09-01 00:00:00,000","4,83","4,96","4,75","4,92","4,82","4,83","4,78",0,2,2,0,0,"1,77"
46309037,Studio flat near the city centre,3271882,Gwen,"2012-08-15 00:00:00,000","Bristol, United Kingdom","We're a family of three that enjoys outdoor activities. Our little one keeps us busy most of the time and we love it that way.  We enjoy going to festivals, playing sports and visiting friends.  Airbnb has given us the opportunity to meet people and learn about different cultures.",within a few hours,"0,9","0,96",0,2,7,"['email', 'phone', 'work_email']",1,1,Southville,"51,44413","-2,59634",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"0,0","2,0","56,0",1,1125,1,11,30,44,319,41,2,0,51,8,12,"672,0","2021-03-16 00:00:00,000","2025-07-01 00:00:00,000","4,68","4,88","4,76","4,93","4,76","4,88","4,66",0,2,2,0,0,"0,74"
